customer_sk,customer_id,loyalty_tier,home_store_id,email_domain,effective_start_date,effective_end_date,is_current,dbt_loaded_at
57,CUST-000049,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
58,CUST-000050,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
59,CUST-000051,platinum,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
60,CUST-000052,bronze,STORE-09,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
61,CUST-000052,bronze,STORE-06,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
62,CUST-000053,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
63,CUST-000054,gold,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
64,CUST-000055,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
65,CUST-000056,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
66,CUST-000057,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
67,CUST-000058,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
68,CUST-000059,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
69,CUST-000060,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
70,CUST-000061,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
71,CUST-000062,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
72,CUST-000063,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
73,CUST-000064,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
74,CUST-000065,gold,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
75,CUST-000066,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
76,CUST-000067,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
77,CUST-000068,platinum,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
78,CUST-000069,silver,STORE-03,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
79,CUST-000069,silver,STORE-02,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
80,CUST-000070,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
81,CUST-000071,silver,STORE-07,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
82,CUST-000071,silver,STORE-10,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
83,CUST-000072,gold,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
84,CUST-000073,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
85,CUST-000074,silver,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
86,CUST-000075,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
87,CUST-000076,silver,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
88,CUST-000077,silver,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
89,CUST-000078,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
90,CUST-000079,gold,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
91,CUST-000080,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
92,CUST-000081,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
93,CUST-000082,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
94,CUST-000083,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
95,CUST-000084,platinum,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
96,CUST-000085,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
97,CUST-000086,bronze,STORE-04,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
98,CUST-000086,silver,STORE-04,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
99,CUST-000086,bronze,STORE-04,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
100,CUST-000087,gold,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
101,CUST-000088,silver,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
102,CUST-000089,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
103,CUST-000090,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
104,CUST-000091,silver,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
105,CUST-000092,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
106,CUST-000093,gold,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
107,CUST-000094,silver,STORE-07,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
108,CUST-000094,gold,STORE-07,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
109,CUST-000095,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
110,CUST-000096,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
111,CUST-000097,silver,STORE-14,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
112,CUST-000097,silver,STORE-12,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
113,CUST-000097,silver,STORE-14,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
114,CUST-000098,silver,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
115,CUST-000099,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
116,CUST-000100,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
117,CUST-000101,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
118,CUST-000102,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
119,CUST-000103,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
120,CUST-000104,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
121,CUST-000105,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
122,CUST-000106,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
123,CUST-000107,gold,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
124,CUST-000108,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
125,CUST-000109,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
126,CUST-000110,bronze,STORE-09,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
127,CUST-000110,silver,STORE-09,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
128,CUST-000110,bronze,STORE-09,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
129,CUST-000111,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
130,CUST-000112,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
131,CUST-000113,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
132,CUST-000114,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
133,CUST-000115,bronze,STORE-10,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
134,CUST-000115,bronze,STORE-07,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
135,CUST-000115,bronze,STORE-10,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
136,CUST-000116,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
137,CUST-000117,gold,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
138,CUST-000118,silver,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
139,CUST-000119,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
140,CUST-000120,gold,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
141,CUST-000121,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
142,CUST-000122,silver,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
143,CUST-000123,silver,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
144,CUST-000124,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
145,CUST-000125,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
146,CUST-000126,gold,STORE-08,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
147,CUST-000126,gold,STORE-15,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
148,CUST-000127,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
149,CUST-000128,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
150,CUST-000129,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
151,CUST-000130,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
152,CUST-000131,platinum,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
153,CUST-000132,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
154,CUST-000133,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
155,CUST-000134,gold,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
156,CUST-000135,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
157,CUST-000136,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
158,CUST-000137,bronze,STORE-14,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
159,CUST-000137,bronze,STORE-15,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
160,CUST-000137,bronze,STORE-14,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
161,CUST-000138,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
162,CUST-000139,gold,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
163,CUST-000140,silver,STORE-04,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
164,CUST-000140,bronze,STORE-04,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
165,CUST-000141,gold,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
166,CUST-000142,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
167,CUST-000143,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
168,CUST-000144,silver,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
169,CUST-000145,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
170,CUST-000146,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
171,CUST-000147,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
172,CUST-000148,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
173,CUST-000149,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
174,CUST-000150,bronze,STORE-02,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
175,CUST-000150,bronze,STORE-09,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
176,CUST-000151,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
177,CUST-000152,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
178,CUST-000153,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
179,CUST-000154,gold,STORE-12,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
180,CUST-000154,silver,STORE-12,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
181,CUST-000155,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
182,CUST-000156,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
183,CUST-000157,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
184,CUST-000158,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
185,CUST-000159,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
186,CUST-000160,bronze,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
187,CUST-000161,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
188,CUST-000162,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
189,CUST-000163,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
190,CUST-000164,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
191,CUST-000165,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
192,CUST-000166,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
193,CUST-000167,silver,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
194,CUST-000168,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
195,CUST-000169,bronze,STORE-03,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
196,CUST-000169,bronze,STORE-08,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
197,CUST-000169,bronze,STORE-03,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
198,CUST-000170,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
199,CUST-000171,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
200,CUST-000172,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
201,CUST-000173,gold,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
202,CUST-000174,silver,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
203,CUST-000175,bronze,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
204,CUST-000176,bronze,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
205,CUST-000177,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
206,CUST-000178,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
207,CUST-000179,gold,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
208,CUST-000180,bronze,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
209,CUST-000181,bronze,STORE-02,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
210,CUST-000181,bronze,STORE-08,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
211,CUST-000182,gold,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
212,CUST-000183,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
213,CUST-000184,bronze,STORE-15,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
214,CUST-000184,bronze,STORE-08,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
215,CUST-000185,gold,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
216,CUST-000186,silver,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
217,CUST-000187,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
218,CUST-000188,gold,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
219,CUST-000189,silver,STORE-15,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
220,CUST-000189,gold,STORE-15,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
221,CUST-000189,silver,STORE-15,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
222,CUST-000190,gold,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
223,CUST-000191,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
224,CUST-000192,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
225,CUST-000193,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
226,CUST-000194,bronze,STORE-02,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
227,CUST-000194,bronze,STORE-01,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
228,CUST-000194,bronze,STORE-02,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
229,CUST-000195,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
230,CUST-000196,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
231,CUST-000197,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
232,CUST-000198,silver,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
233,CUST-000199,platinum,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
234,CUST-000200,gold,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
235,CUST-000201,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
236,CUST-000202,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
237,CUST-000203,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
238,CUST-000204,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
239,CUST-000205,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
240,CUST-000206,silver,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
241,CUST-000207,platinum,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
242,CUST-000208,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
243,CUST-000209,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
244,CUST-000210,gold,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
245,CUST-000211,bronze,STORE-04,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
246,CUST-000211,silver,STORE-04,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
247,CUST-000211,bronze,STORE-04,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
248,CUST-000212,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
249,CUST-000213,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
250,CUST-000214,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
251,CUST-000215,gold,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
252,CUST-000216,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
253,CUST-000217,gold,STORE-10,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
254,CUST-000217,gold,STORE-07,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
255,CUST-000218,silver,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
256,CUST-000219,silver,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
257,CUST-000220,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
258,CUST-000221,silver,STORE-13,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
259,CUST-000221,gold,STORE-13,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
260,CUST-000221,silver,STORE-13,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
261,CUST-000222,gold,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
262,CUST-000223,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
263,CUST-000224,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
264,CUST-000225,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
265,CUST-000226,bronze,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
266,CUST-000227,gold,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
267,CUST-000228,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
268,CUST-000229,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
269,CUST-000230,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
